movieid,title,keywords
58224,Mr. Popper's Penguins,"[{""id"": 444, ""name"": ""taxi""}, {""id"": 1946, ""name"": ""restaurant""}, {""id"": 2172, ""name"": ""zoo""}, {""id"": 3028, ""name"": ""penguin""}, {""id"": 5982, ""name"": ""ex husband""}, {""id"": 9736, ""name"": ""little boy""}, {""id"": 12971, ""name"": ""zookeeper""}, {""id"": 14866, ""name"": ""doorman""}, {""id"": 41310, ""name"": ""ride""}, {""id"": 41311, ""name"": ""bird hatching""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]"
1729,The Forbidden Kingdom,"[{""id"": 8847, ""name"": ""tempel""}, {""id"": 9390, ""name"": ""shaolin""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 14778, ""name"": ""urination""}, {""id"": 15192, ""name"": ""staff""}, {""id"": 192913, ""name"": ""warrior""}, {""id"": 207411, ""name"": ""monkey king""}]"
175574,Free Birds,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 4543, ""name"": ""thanksgiving""}, {""id"": 6089, ""name"": ""freedom""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 209714, ""name"": ""3d""}]"
8077,Alien³,"[{""id"": 378, ""name"": ""prison""}, {""id"": 803, ""name"": ""android""}, {""id"": 1612, ""name"": ""spacecraft""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 2883, ""name"": ""imprisonment""}, {""id"": 3388, ""name"": ""space colony""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 4083, ""name"": ""rottweiler""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 11436, ""name"": ""redemption""}, {""id"": 12405, ""name"": ""outer space""}, {""id"": 13194, ""name"": ""planet""}, {""id"": 158895, ""name"": ""shaved head""}, {""id"": 160879, ""name"": ""crash landing""}, {""id"": 163045, ""name"": ""impregnation""}, {""id"": 178652, ""name"": ""penal colony""}, {""id"": 189414, ""name"": ""furnace""}, {""id"": 193149, ""name"": ""suspended animation""}, {""id"": 226177, ""name"": ""xenomorph""}]"
8818,Evita,"[{""id"": 549, ""name"": ""prostitute""}, {""id"": 165707, ""name"": ""deification""}, {""id"": 165713, ""name"": ""dancehall hostess""}, {""id"": 165716, ""name"": ""per\u00f3nism""}, {""id"": 165718, ""name"": ""argentine president""}, {""id"": 165725, ""name"": ""rise to power""}, {""id"": 165727, ""name"": ""singing narrator""}, {""id"": 165728, ""name"": ""soccer ball""}]"
8195,Ronin,"[{""id"": 90, ""name"": ""paris""}, {""id"": 254, ""name"": ""france""}, {""id"": 2001, ""name"": ""arms deal""}, {""id"": 10038, ""name"": ""audi""}, {""id"": 13068, ""name"": ""impostor""}, {""id"": 14678, ""name"": ""case""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 157168, ""name"": ""ice skating""}, {""id"": 157238, ""name"": ""computer expert""}, {""id"": 159669, ""name"": ""ex kgb""}, {""id"": 159679, ""name"": ""preparation""}, {""id"": 159684, ""name"": ""hit with a car door""}, {""id"": 159685, ""name"": ""cellular phone trace""}, {""id"": 159688, ""name"": ""merry go round""}]"
10586,The Ghost and the Darkness,"[{""id"": 409, ""name"": ""africa""}, {""id"": 2043, ""name"": ""lion""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 9895, ""name"": ""kenya""}, {""id"": 158130, ""name"": ""animal attack""}, {""id"": 158215, ""name"": ""lion attack""}, {""id"": 158217, ""name"": ""colonialism""}, {""id"": 158219, ""name"": ""swahili""}]"
116149,Paddington,"[{""id"": 392, ""name"": ""england""}, {""id"": 477, ""name"": ""train station""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 10468, ""name"": ""bear""}, {""id"": 11500, ""name"": ""anthropomorphism""}, {""id"": 167625, ""name"": ""talking to animals""}, {""id"": 170173, ""name"": ""children's book""}]"
80035,The Watch,"[{""id"": 279, ""name"": ""usa""}, {""id"": 5097, ""name"": ""sterility""}, {""id"": 5502, ""name"": ""castration""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 14632, ""name"": ""suburb""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 34079, ""name"": ""death""}, {""id"": 155888, ""name"": ""teenage daughter""}, {""id"": 176419, ""name"": ""neighborhood watch""}, {""id"": 176425, ""name"": ""creepy neighbor""}]"
10632,The Hunted,"[{""id"": 414, ""name"": ""hunter""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 4728, ""name"": ""knife""}, {""id"": 7202, ""name"": ""balkan war""}, {""id"": 9720, ""name"": ""woods""}, {""id"": 10024, ""name"": ""psychopathic killer""}, {""id"": 10089, ""name"": ""slaughter""}, {""id"": 10833, ""name"": ""survivalist""}, {""id"": 14805, ""name"": ""maniac""}, {""id"": 15218, ""name"": ""special forces""}, {""id"": 17987, ""name"": ""killing spree""}, {""id"": 18543, ""name"": ""combat""}, {""id"": 162380, ""name"": ""ex soldier""}, {""id"": 164148, ""name"": ""dark past""}, {""id"": 226499, ""name"": ""manhunt""}, {""id"": 238136, ""name"": ""gory violence""}]"
12117,Instinct,"[{""id"": 378, ""name"": ""prison""}, {""id"": 690, ""name"": ""gorilla""}, {""id"": 3664, ""name"": ""research""}, {""id"": 6245, ""name"": ""instinct""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 11268, ""name"": ""psychologist""}]"
1792,Stuck on You,"[{""id"": 572, ""name"": ""sex""}, {""id"": 733, ""name"": ""dancer""}, {""id"": 779, ""name"": ""martial arts""}, {""id"": 1650, ""name"": ""cook""}, {""id"": 6593, ""name"": ""stripper""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10624, ""name"": ""bully""}, {""id"": 12396, ""name"": ""hollywood""}, {""id"": 15016, ""name"": ""twins""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 207673, ""name"": ""freak""}, {""id"": 207716, ""name"": ""actor""}, {""id"": 208513, ""name"": ""anxiety""}, {""id"": 208514, ""name"": ""conjoined""}, {""id"": 208515, ""name"": ""siamese""}]"
13260,Semi-Pro,"[{""id"": 6075, ""name"": ""sport""}, {""id"": 6496, ""name"": ""basketball""}, {""id"": 169054, ""name"": ""flint michigan""}, {""id"": 169055, ""name"": ""nba""}, {""id"": 169057, ""name"": ""merger""}, {""id"": 169058, ""name"": ""trade""}, {""id"": 169062, ""name"": ""garbage can""}, {""id"": 169064, ""name"": ""canon""}, {""id"": 169068, ""name"": ""ramp""}, {""id"": 169071, ""name"": ""championship""}, {""id"": 169075, ""name"": ""dead parent""}]"
72197,The Pirates! In an Adventure with Scientists!,"[{""id"": 9823, ""name"": ""rivalry""}, {""id"": 10121, ""name"": ""stop motion""}, {""id"": 12988, ""name"": ""pirate""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]"
3580,Changeling,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 456, ""name"": ""mother""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3065, ""name"": ""minister""}, {""id"": 3720, ""name"": ""power""}, {""id"": 4740, ""name"": ""public""}, {""id"": 6086, ""name"": ""government""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9824, ""name"": ""reunion""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 184402, ""name"": ""missing""}, {""id"": 199226, ""name"": ""mother love""}, {""id"": 202098, ""name"": ""criticism""}]"
12123,Chain Reaction,"[{""id"": 1812, ""name"": ""fbi""}, {""id"": 2528, ""name"": ""hydrogen bomb""}, {""id"": 3288, ""name"": ""secret lab""}, {""id"": 6107, ""name"": ""energy supply""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]"
9566,The Fan,"[{""id"": 6075, ""name"": ""sport""}, {""id"": 157904, ""name"": ""luck""}, {""id"": 178355, ""name"": ""san francisco giants""}, {""id"": 178364, ""name"": ""child custody""}, {""id"": 178368, ""name"": ""baseball pitcher""}, {""id"": 178369, ""name"": ""baseball fan""}, {""id"": 178370, ""name"": ""psychotic fan""}, {""id"": 178372, ""name"": ""sports agent""}, {""id"": 178378, ""name"": ""driving range""}, {""id"": 178379, ""name"": ""steam room""}]"
9833,The Phantom of the Opera,"[{""id"": 246, ""name"": ""dancing""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 2096, ""name"": ""auction""}, {""id"": 2564, ""name"": ""wheelchair""}, {""id"": 3259, ""name"": ""rose""}, {""id"": 3977, ""name"": ""product placement""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10045, ""name"": ""tragic villain""}, {""id"": 12999, ""name"": ""black and white""}, {""id"": 15219, ""name"": ""rooftop""}, {""id"": 156525, ""name"": ""heroine""}, {""id"": 157676, ""name"": ""disfigured face""}, {""id"": 158375, ""name"": ""based on stage musical""}, {""id"": 163110, ""name"": ""theater""}, {""id"": 164899, ""name"": ""disfigurement mask""}, {""id"": 164917, ""name"": ""breaking mirror""}, {""id"": 164920, ""name"": ""opera singer""}, {""id"": 210184, ""name"": ""1910s""}]"
4517,Elizabeth: The Golden Age,"[{""id"": 392, ""name"": ""england""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 514, ""name"": ""spain""}, {""id"": 2389, ""name"": ""virgin""}, {""id"": 4090, ""name"": ""colony""}, {""id"": 6088, ""name"": ""governance""}, {""id"": 7153, ""name"": ""queen elizabeth i""}, {""id"": 7534, ""name"": ""religious war""}, {""id"": 7537, ""name"": ""tudors""}, {""id"": 13129, ""name"": ""execution""}, {""id"": 41406, ""name"": ""middle ages""}, {""id"": 161207, ""name"": ""catholicism""}, {""id"": 182677, ""name"": ""sea battle""}, {""id"": 191599, ""name"": ""palace intrigue""}]"
8202,Æon Flux,"[{""id"": 779, ""name"": ""martial arts""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9887, ""name"": ""surrealism""}, {""id"": 10244, ""name"": ""based on cartoon""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11134, ""name"": ""espionage""}, {""id"": 11829, ""name"": ""infertility""}, {""id"": 12190, ""name"": ""cyberpunk""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 15246, ""name"": ""sabotage""}, {""id"": 18522, ""name"": ""one against many""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 188955, ""name"": ""hand to hand combat""}, {""id"": 208314, ""name"": ""action heroine""}, {""id"": 226039, ""name"": ""human cloning""}, {""id"": 226146, ""name"": ""25th century""}]"
16072,Gods and Generals,"[{""id"": 6091, ""name"": ""war""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 160201, ""name"": ""union soldier""}, {""id"": 166464, ""name"": ""confederate soldier""}, {""id"": 179585, ""name"": ""american civil war""}, {""id"": 185728, ""name"": ""secession""}]"
34314,Turbulence,"[{""id"": 2080, ""name"": ""stewardess""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 198541, ""name"": ""air marshal""}, {""id"": 207317, ""name"": ""christmas""}, {""id"": 208637, ""name"": ""turbulence""}]"
19724,Imagine That,[]
145220,Muppets Most Wanted,"[{""id"": 4344, ""name"": ""musical""}, {""id"": 12998, ""name"": ""the muppets""}]"
14623,Thunderbirds,"[{""id"": 3271, ""name"": ""secret organization""}, {""id"": 10988, ""name"": ""based on tv series""}, {""id"": 12393, ""name"": ""golden gate bridge""}, {""id"": 33725, ""name"": ""locker""}, {""id"": 176253, ""name"": ""oil rig\u00a0""}, {""id"": 188178, ""name"": ""teenage hero""}, {""id"": 188179, ""name"": ""soaked clothes""}, {""id"": 207560, ""name"": ""thunderbirds""}]"
42297,Burlesque,"[{""id"": 4344, ""name"": ""musical""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 163070, ""name"": ""burlesque""}, {""id"": 191205, ""name"": ""burlesque dancer""}]"
2841,A Very Long Engagement,"[{""id"": 90, ""name"": ""paris""}, {""id"": 549, ""name"": ""prostitute""}, {""id"": 1014, ""name"": ""loss of lover""}, {""id"": 1453, ""name"": ""amnesia""}, {""id"": 2425, ""name"": ""bodily disabled person""}, {""id"": 2504, ""name"": ""world war i""}, {""id"": 2564, ""name"": ""wheelchair""}, {""id"": 4025, ""name"": ""brittany""}, {""id"": 4079, ""name"": ""lighthouse""}, {""id"": 6701, ""name"": ""verdun""}, {""id"": 8729, ""name"": ""lighthouse keeper   ""}, {""id"": 10791, ""name"": ""teenage crush""}, {""id"": 10941, ""name"": ""disappearance""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 33625, ""name"": ""illegal prostitution""}, {""id"": 155790, ""name"": ""private detective""}, {""id"": 156091, ""name"": ""missing person""}, {""id"": 184167, ""name"": ""polio""}, {""id"": 188725, ""name"": ""trenches""}]"
802,Lolita,"[{""id"": 459, ""name"": ""sexual obsession""}, {""id"": 612, ""name"": ""hotel""}, {""id"": 894, ""name"": ""depression""}, {""id"": 936, ""name"": ""loss of mother""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 1486, ""name"": ""flirt""}, {""id"": 1599, ""name"": ""midlife crisis""}, {""id"": 1664, ""name"": ""eroticism""}, {""id"": 2086, ""name"": ""youngster""}, {""id"": 2087, ""name"": ""lolita""}, {""id"": 2669, ""name"": ""motel""}, {""id"": 2913, ""name"": ""diary""}, {""id"": 3182, ""name"": ""seduction""}, {""id"": 3691, ""name"": ""forbidden love""}, {""id"": 3746, ""name"": ""professor for literature""}, {""id"": 4125, ""name"": ""provocation""}, {""id"": 4126, ""name"": ""fascination""}, {""id"": 4127, ""name"": ""one-sided love""}, {""id"": 4129, ""name"": ""widow""}, {""id"": 4130, ""name"": ""adoptive father""}, {""id"": 4549, ""name"": ""loss of husband""}, {""id"": 5767, ""name"": ""summer camp""}, {""id"": 7879, ""name"": ""secret love""}]"
10375,D-Tox,"[{""id"": 7464, ""name"": ""alcoholism""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 15090, ""name"": ""police officer""}, {""id"": 200784, ""name"": ""detox""}]"
36586,Blade II,"[{""id"": 1908, ""name"": ""katana""}, {""id"": 2766, ""name"": ""mutation""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 3625, ""name"": ""silver""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 10045, ""name"": ""tragic villain""}, {""id"": 10525, ""name"": ""broken neck""}, {""id"": 11795, ""name"": ""lasersight""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 18508, ""name"": ""exploding body""}, {""id"": 40884, ""name"": ""blade""}, {""id"": 162177, ""name"": ""subjective camera""}, {""id"": 162533, ""name"": ""torso cut in half""}, {""id"": 175211, ""name"": ""reaper""}, {""id"": 175227, ""name"": ""broken wrist""}, {""id"": 175233, ""name"": ""razor blade""}, {""id"": 175241, ""name"": ""shot through a door""}, {""id"": 175245, ""name"": ""sword duel""}, {""id"": 175247, ""name"": ""burnt face""}]"
11321,Seven Pounds,"[{""id"": 4459, ""name"": ""vegetarian""}, {""id"": 9368, ""name"": ""tax collector""}, {""id"": 14743, ""name"": ""pianist""}, {""id"": 33768, ""name"": ""blind""}, {""id"": 33773, ""name"": ""organ transplant""}, {""id"": 33774, ""name"": ""blood type""}]"
70074,Bullet to the Head,[]
242,The Godfather: Part III,"[{""id"": 131, ""name"": ""italy""}, {""id"": 186, ""name"": ""christianity""}, {""id"": 242, ""name"": ""new york""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 700, ""name"": ""italo-american""}, {""id"": 716, ""name"": ""vatican""}, {""id"": 717, ""name"": ""pope""}, {""id"": 718, ""name"": ""confession""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 10909, ""name"": ""lawyer""}]"
9621,Elizabethtown,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 922, ""name"": ""hotel room""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 3739, ""name"": ""funeral""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4663, ""name"": ""lovers""}, {""id"": 13072, ""name"": ""falling in love""}]"
1819,"You, Me and Dupree","[{""id"": 1253, ""name"": ""roommate""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 156578, ""name"": ""newlywed""}]"
8536,Superman II,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 849, ""name"": ""dc comics""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 11254, ""name"": ""loss of virginity""}, {""id"": 15009, ""name"": ""criminal""}, {""id"": 163455, ""name"": ""super powers""}, {""id"": 175644, ""name"": ""phantom zone""}, {""id"": 175655, ""name"": ""rocket fired grenade""}, {""id"": 175656, ""name"": ""crystal machine""}, {""id"": 179102, ""name"": ""superhuman strength""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]"
8046,Gigli,"[{""id"": 242, ""name"": ""new york""}, {""id"": 791, ""name"": ""mentally disabled""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 3045, ""name"": ""mission of murder""}, {""id"": 4663, ""name"": ""lovers""}, {""id"": 10768, ""name"": ""lesbian""}, {""id"": 11578, ""name"": ""mobster""}]"
1717,All the King's Men,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 2887, ""name"": ""manipulation""}, {""id"": 3088, ""name"": ""bodyguard""}, {""id"": 3134, ""name"": ""louisiana""}, {""id"": 3692, ""name"": ""scandal""}, {""id"": 3720, ""name"": ""power""}, {""id"": 5744, ""name"": ""governor""}, {""id"": 6078, ""name"": ""politics""}, {""id"": 10614, ""name"": ""tragedy""}, {""id"": 11869, ""name"": ""mistress""}, {""id"": 155697, ""name"": ""aristocrat""}]"
479,Shaft,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 577, ""name"": ""black people""}, {""id"": 700, ""name"": ""italo-american""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 15090, ""name"": ""police officer""}, {""id"": 160910, ""name"": ""xenophobia""}]"
9444,Anastasia,"[{""id"": 3462, ""name"": ""tzar""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 158620, ""name"": ""russian revolution""}, {""id"": 158627, ""name"": ""train explosion""}, {""id"": 158628, ""name"": ""foreign language adaptation""}, {""id"": 158629, ""name"": ""exploding train""}]"
824,Moulin Rouge!,"[{""id"": 4235, ""name"": ""duke""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 5914, ""name"": ""writer's block""}, {""id"": 6027, ""name"": ""music""}, {""id"": 6564, ""name"": ""terminal illness""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 158111, ""name"": ""no opening credits""}, {""id"": 164753, ""name"": ""moulin rouge""}, {""id"": 164754, ""name"": ""bohemian""}, {""id"": 164759, ""name"": ""toulouse lautrec""}, {""id"": 164764, ""name"": ""red curtain""}, {""id"": 164770, ""name"": ""cancan dance""}, {""id"": 164772, ""name"": ""la traviata""}, {""id"": 164775, ""name"": ""orpheus and eurydice""}, {""id"": 186403, ""name"": ""dance hall""}]"
11456,Domestic Disturbance,"[{""id"": 2250, ""name"": ""menace""}, {""id"": 2393, ""name"": ""adoption""}, {""id"": 3851, ""name"": ""dangerous""}, {""id"": 4130, ""name"": ""adoptive father""}, {""id"": 4923, ""name"": ""threat to death""}, {""id"": 6669, ""name"": ""step father""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 155816, ""name"": ""ex-wife""}, {""id"": 208349, ""name"": ""child""}, {""id"": 217324, ""name"": ""murder hunt""}]"
261023,Black Mass,"[{""id"": 1680, ""name"": ""boston""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 10291, ""name"": ""organized crime""}]"
3683,Flags of Our Fathers,"[{""id"": 1956, ""name"": ""world war ii""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 8083, ""name"": ""pacific""}, {""id"": 161244, ""name"": ""iwo jima""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]"
22803,Law Abiding Citizen,"[{""id"": 331, ""name"": ""tattoo""}, {""id"": 352, ""name"": ""secret passage""}, {""id"": 3605, ""name"": ""baseball bat""}, {""id"": 5011, ""name"": ""deal""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 15108, ""name"": ""justice""}, {""id"": 33518, ""name"": ""district attorney""}, {""id"": 33519, ""name"": ""courtroom""}, {""id"": 193551, ""name"": ""vigilantism""}]"
285923,Grindhouse,"[{""id"": 2804, ""name"": ""exploitation""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 15127, ""name"": ""killer""}]"
39437,Beloved,[]
1950,Lucky You,"[{""id"": 383, ""name"": ""poker""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 14570, ""name"": ""las vegas""}]"
640,Catch Me If You Can,"[{""id"": 3202, ""name"": ""con man""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 172889, ""name"": ""overhead camera shot""}, {""id"": 177465, ""name"": ""attempted jailbreak""}, {""id"": 177473, ""name"": ""engagement party""}, {""id"": 177482, ""name"": ""mislaid trust""}, {""id"": 214810, ""name"": ""bank fraud""}, {""id"": 231069, ""name"": ""inspired by a true story""}]"
97630,Zero Dark Thirty,"[{""id"": 441, ""name"": ""assassination""}, {""id"": 591, ""name"": ""cia""}, {""id"": 612, ""name"": ""hotel""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 1563, ""name"": ""prisoner""}, {""id"": 1874, ""name"": ""car dealer""}, {""id"": 3037, ""name"": ""mossad""}, {""id"": 4580, ""name"": ""van""}, {""id"": 5939, ""name"": ""iraq""}, {""id"": 7021, ""name"": ""pakistan""}, {""id"": 9554, ""name"": ""osama bin laden""}, {""id"": 10958, ""name"": ""man hunt""}, {""id"": 11219, ""name"": ""navy seal""}, {""id"": 11314, ""name"": ""f word""}, {""id"": 11322, ""name"": ""female protagonist""}, {""id"": 12371, ""name"": ""gunfight""}, {""id"": 14748, ""name"": ""raid""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15022, ""name"": ""text message""}, {""id"": 15149, ""name"": ""monkey""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 15218, ""name"": ""special forces""}, {""id"": 34156, ""name"": ""tied up""}, {""id"": 162365, ""name"": ""military""}, {""id"": 177163, ""name"": ""area 51""}, {""id"": 181129, ""name"": ""terrorist group""}, {""id"": 181155, ""name"": ""torturing""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 188507, ""name"": ""al qaeda""}, {""id"": 188512, ""name"": ""prison camp""}, {""id"": 188519, ""name"": ""water torture""}, {""id"": 190893, ""name"": ""suicide bombing""}, {""id"": 209493, ""name"": ""21st century""}, {""id"": 212757, ""name"": ""ex special forces""}, {""id"": 214463, ""name"": ""post 9/11""}, {""id"": 214465, ""name"": ""helicopter crash""}, {""id"": 214466, ""name"": ""islamabad""}]"
9767,The Break-Up,"[{""id"": 420, ""name"": ""bowling""}, {""id"": 520, ""name"": ""chicago""}, {""id"": 579, ""name"": ""american football""}, {""id"": 1439, ""name"": ""flat""}, {""id"": 1480, ""name"": ""baseball""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 10424, ""name"": ""tour guide""}, {""id"": 14602, ""name"": ""break-up""}, {""id"": 15478, ""name"": ""art gallery""}, {""id"": 41379, ""name"": ""argument""}, {""id"": 158427, ""name"": ""pool table""}, {""id"": 160960, ""name"": ""watching tv""}, {""id"": 162296, ""name"": ""ex-boyfriend ex-girlfriend relationship""}, {""id"": 191260, ""name"": ""dinner party""}, {""id"": 215485, ""name"": ""condominium""}]"
11631,Mamma Mia!,"[{""id"": 641, ""name"": ""single parent""}, {""id"": 1200, ""name"": ""greece""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 9457, ""name"": ""single""}, {""id"": 10707, ""name"": ""mother daughter relationship""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 187056, ""name"": ""woman director""}]"
32856,Valentine's Day,"[{""id"": 2382, ""name"": ""flower""}, {""id"": 2587, ""name"": ""married couple""}, {""id"": 2778, ""name"": ""florist""}, {""id"": 5091, ""name"": ""kiss""}, {""id"": 9457, ""name"": ""single""}, {""id"": 9988, ""name"": ""valentine""}, {""id"": 160404, ""name"": ""valentine's day""}, {""id"": 171366, ""name"": ""multiple storylines""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]"
6519,The Dukes of Hazzard,"[{""id"": 798, ""name"": ""sheriff""}, {""id"": 4932, ""name"": ""farm""}, {""id"": 7984, ""name"": ""bikini""}, {""id"": 10250, ""name"": ""redneck""}, {""id"": 160058, ""name"": ""moonshine""}]"
8741,The Thin Red Line,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 907, ""name"": ""japanese""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 3994, ""name"": ""battle assignment""}, {""id"": 4278, ""name"": ""invasion""}, {""id"": 4405, ""name"": ""marine corps""}, {""id"": 4595, ""name"": ""u.s. army""}, {""id"": 7156, ""name"": ""commander""}, {""id"": 8083, ""name"": ""pacific""}, {""id"": 9897, ""name"": ""rifle""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 10787, ""name"": ""jungle""}, {""id"": 11106, ""name"": ""infantry""}, {""id"": 11139, ""name"": ""steel helmet""}, {""id"": 11400, ""name"": ""sergeant""}, {""id"": 11823, ""name"": ""pacific island""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 14955, ""name"": ""fighting""}, {""id"": 160325, ""name"": ""guadalcanal""}, {""id"": 169123, ""name"": ""awol""}, {""id"": 232587, ""name"": ""philosophic conflict""}]"
49520,The Change-Up,"[{""id"": 931, ""name"": ""jealousy""}, {""id"": 3817, ""name"": ""chance""}, {""id"": 4896, ""name"": ""wish""}, {""id"": 6223, ""name"": ""change""}, {""id"": 14521, ""name"": ""man change""}, {""id"": 14522, ""name"": ""co-worker""}, {""id"": 33721, ""name"": ""body-swap""}]"
1850,Man on the Moon,"[{""id"": 837, ""name"": ""show business""}, {""id"": 3485, ""name"": ""comedian""}, {""id"": 5970, ""name"": ""wrestling""}]"
524,Casino,"[{""id"": 383, ""name"": ""poker""}, {""id"": 726, ""name"": ""drug abuse""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 2635, ""name"": ""overdose""}, {""id"": 33625, ""name"": ""illegal prostitution""}]"
